"Study","Sample","Database","Instrument","SRA","Country","latitude","longitude","Plant","Agricultural"
"Supin2022","Supin2022s072","ENA","Illumina NovaSeq 6000","ERR6050398","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s073","ENA","Illumina NovaSeq 6000","ERR6050399","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s074","ENA","Illumina NovaSeq 6000","ERR6050400","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s075","ENA","Illumina NovaSeq 6000","ERR6050401","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s076","ENA","Illumina NovaSeq 6000","ERR6050402","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s077","ENA","Illumina NovaSeq 6000","ERR6050403","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s078","ENA","Illumina NovaSeq 6000","ERR6050404","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s079","ENA","Illumina NovaSeq 6000","ERR6050405","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s080","ENA","Illumina NovaSeq 6000","ERR6050406","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s081","ENA","Illumina NovaSeq 6000","ERR6050407","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s082","ENA","Illumina NovaSeq 6000","ERR6050408","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s083","ENA","Illumina NovaSeq 6000","ERR6050409","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s084","ENA","Illumina NovaSeq 6000","ERR6050410","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s085","ENA","Illumina NovaSeq 6000","ERR6050411","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s086","ENA","Illumina NovaSeq 6000","ERR6050412","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s087","ENA","Illumina NovaSeq 6000","ERR6050413","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s088","ENA","Illumina NovaSeq 6000","ERR6050414","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s089","ENA","Illumina NovaSeq 6000","ERR6050415","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s090","ENA","Illumina NovaSeq 6000","ERR6050416","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s091","ENA","Illumina NovaSeq 6000","ERR6050417","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s092","ENA","Illumina NovaSeq 6000","ERR6050418","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s093","ENA","Illumina NovaSeq 6000","ERR6050419","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s094","ENA","Illumina NovaSeq 6000","ERR6050420","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s095","ENA","Illumina NovaSeq 6000","ERR6050421","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s096","ENA","Illumina NovaSeq 6000","ERR6050422","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s097","ENA","Illumina NovaSeq 6000","ERR6050423","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s098","ENA","Illumina NovaSeq 6000","ERR6050424","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s099","ENA","Illumina NovaSeq 6000","ERR6050425","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s100","ENA","Illumina NovaSeq 6000","ERR6050426","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s101","ENA","Illumina NovaSeq 6000","ERR6050427","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s102","ENA","Illumina NovaSeq 6000","ERR6050428","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s103","ENA","Illumina NovaSeq 6000","ERR6050429","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s104","ENA","Illumina NovaSeq 6000","ERR6050430","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s105","ENA","Illumina NovaSeq 6000","ERR6050431","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s106","ENA","Illumina NovaSeq 6000","ERR6050432","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s107","ENA","Illumina NovaSeq 6000","ERR6050433","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s108","ENA","Illumina NovaSeq 6000","ERR6050434","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s109","ENA","Illumina NovaSeq 6000","ERR6050435","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s110","ENA","Illumina NovaSeq 6000","ERR6050436","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s111","ENA","Illumina NovaSeq 6000","ERR6050437","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s112","ENA","Illumina NovaSeq 6000","ERR6050438","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s113","ENA","Illumina NovaSeq 6000","ERR6050439","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s114","ENA","Illumina NovaSeq 6000","ERR6050440","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s115","ENA","Illumina NovaSeq 6000","ERR6050441","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s116","ENA","Illumina NovaSeq 6000","ERR6050442","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s117","ENA","Illumina NovaSeq 6000","ERR6050443","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s118","ENA","Illumina NovaSeq 6000","ERR6050444","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s119","ENA","Illumina NovaSeq 6000","ERR6050445","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s120","ENA","Illumina NovaSeq 6000","ERR6050446","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s121","ENA","Illumina NovaSeq 6000","ERR6050447","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s122","ENA","Illumina NovaSeq 6000","ERR6050448","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s123","ENA","Illumina NovaSeq 6000","ERR6050449","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s124","ENA","Illumina NovaSeq 6000","ERR6050450","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s125","ENA","Illumina NovaSeq 6000","ERR6050453","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s126","ENA","Illumina NovaSeq 6000","ERR6050454","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s127","ENA","Illumina NovaSeq 6000","ERR6050458","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s128","ENA","Illumina NovaSeq 6000","ERR6050459","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s129","ENA","Illumina NovaSeq 6000","ERR6050460","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s130","ENA","Illumina NovaSeq 6000","ERR6050461","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s131","ENA","Illumina NovaSeq 6000","ERR6050463","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s132","ENA","Illumina NovaSeq 6000","ERR6050464","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s133","ENA","Illumina NovaSeq 6000","ERR6050465","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s134","ENA","Illumina NovaSeq 6000","ERR6050466","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s135","ENA","Illumina NovaSeq 6000","ERR6050467","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s136","ENA","Illumina NovaSeq 6000","ERR6050468","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s137","ENA","Illumina NovaSeq 6000","ERR6050469","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s138","ENA","Illumina NovaSeq 6000","ERR6050470","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s139","ENA","Illumina NovaSeq 6000","ERR6050471","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s140","ENA","Illumina NovaSeq 6000","ERR6050472","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s141","ENA","Illumina NovaSeq 6000","ERR6050473","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s142","ENA","Illumina NovaSeq 6000","ERR6050474","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s143","ENA","Illumina NovaSeq 6000","ERR6050475","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s144","ENA","Illumina NovaSeq 6000","ERR6050476","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s145","ENA","Illumina NovaSeq 6000","ERR6050477","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s146","ENA","Illumina NovaSeq 6000","ERR6050478","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s147","ENA","Illumina NovaSeq 6000","ERR6050479","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s148","ENA","Illumina NovaSeq 6000","ERR6050480","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s149","ENA","Illumina NovaSeq 6000","ERR6050481","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s150","ENA","Illumina NovaSeq 6000","ERR6050482","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s151","ENA","Illumina NovaSeq 6000","ERR6050483","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s152","ENA","Illumina NovaSeq 6000","ERR6050484","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s153","ENA","Illumina NovaSeq 6000","ERR6050485","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s154","ENA","Illumina NovaSeq 6000","ERR6050486","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s155","ENA","Illumina NovaSeq 6000","ERR6050487","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s156","ENA","Illumina NovaSeq 6000","ERR6050488","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s157","ENA","Illumina NovaSeq 6000","ERR6050489","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s158","ENA","Illumina NovaSeq 6000","ERR6050490","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s159","ENA","Illumina NovaSeq 6000","ERR6050491","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s160","ENA","Illumina NovaSeq 6000","ERR6050492","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s161","ENA","Illumina NovaSeq 6000","ERR6050493","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s162","ENA","Illumina NovaSeq 6000","ERR6050494","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s163","ENA","Illumina NovaSeq 6000","ERR6050495","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s164","ENA","Illumina NovaSeq 6000","ERR6050496","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s165","ENA","Illumina NovaSeq 6000","ERR6050497","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s166","ENA","Illumina NovaSeq 6000","ERR6050498","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s167","ENA","Illumina NovaSeq 6000","ERR6050499","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s168","ENA","Illumina NovaSeq 6000","ERR6050500","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s169","ENA","Illumina NovaSeq 6000","ERR6050501","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s170","ENA","Illumina NovaSeq 6000","ERR6050502","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s171","ENA","Illumina NovaSeq 6000","ERR6050503","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s172","ENA","Illumina NovaSeq 6000","ERR6050504","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s173","ENA","Illumina NovaSeq 6000","ERR6050505","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s174","ENA","Illumina NovaSeq 6000","ERR6050506","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s175","ENA","Illumina NovaSeq 6000","ERR6050507","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s176","ENA","Illumina NovaSeq 6000","ERR6050508","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s177","ENA","Illumina NovaSeq 6000","ERR6050509","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s178","ENA","Illumina NovaSeq 6000","ERR6050510","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s179","ENA","Illumina NovaSeq 6000","ERR6050511","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s180","ENA","Illumina NovaSeq 6000","ERR6050512","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s181","ENA","Illumina NovaSeq 6000","ERR6050513","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s182","ENA","Illumina NovaSeq 6000","ERR6050514","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s183","ENA","Illumina NovaSeq 6000","ERR6050515","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s184","ENA","Illumina NovaSeq 6000","ERR6050516","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s185","ENA","Illumina NovaSeq 6000","ERR6050517","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s186","ENA","Illumina NovaSeq 6000","ERR6050518","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s187","ENA","Illumina NovaSeq 6000","ERR6050519","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s188","ENA","Illumina NovaSeq 6000","ERR6050520","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s189","ENA","Illumina NovaSeq 6000","ERR6050521","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s190","ENA","Illumina NovaSeq 6000","ERR6050522","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s191","ENA","Illumina NovaSeq 6000","ERR6050523","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s192","ENA","Illumina NovaSeq 6000","ERR6050524","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s193","ENA","Illumina NovaSeq 6000","ERR6050525","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s194","ENA","Illumina NovaSeq 6000","ERR6050526","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s195","ENA","Illumina NovaSeq 6000","ERR6050527","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s196","ENA","Illumina NovaSeq 6000","ERR6050528","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s197","ENA","Illumina NovaSeq 6000","ERR6050529","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s198","ENA","Illumina NovaSeq 6000","ERR6050530","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s199","ENA","Illumina NovaSeq 6000","ERR6050531","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s200","ENA","Illumina NovaSeq 6000","ERR6050532","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s201","ENA","Illumina NovaSeq 6000","ERR6050533","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s202","ENA","Illumina NovaSeq 6000","ERR6050534","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s203","ENA","Illumina NovaSeq 6000","ERR6050535","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s204","ENA","Illumina NovaSeq 6000","ERR6050536","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s205","ENA","Illumina NovaSeq 6000","ERR6050537","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s206","ENA","Illumina NovaSeq 6000","ERR6050538","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s207","ENA","Illumina NovaSeq 6000","ERR6050539","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s208","ENA","Illumina NovaSeq 6000","ERR6050540","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s209","ENA","Illumina NovaSeq 6000","ERR6050541","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s210","ENA","Illumina NovaSeq 6000","ERR6050542","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s211","ENA","Illumina NovaSeq 6000","ERR6050543","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s212","ENA","Illumina NovaSeq 6000","ERR6050544","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s213","ENA","Illumina NovaSeq 6000","ERR6050545","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s214","ENA","Illumina NovaSeq 6000","ERR6050546","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s215","ENA","Illumina NovaSeq 6000","ERR6050547","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s216","ENA","Illumina NovaSeq 6000","ERR6050548","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s217","ENA","Illumina NovaSeq 6000","ERR6050549","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s218","ENA","Illumina NovaSeq 6000","ERR6050550","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s219","ENA","Illumina NovaSeq 6000","ERR6050551","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s220","ENA","Illumina NovaSeq 6000","ERR6050553","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s221","ENA","Illumina NovaSeq 6000","ERR6050554","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s222","ENA","Illumina NovaSeq 6000","ERR6050555","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s223","ENA","Illumina NovaSeq 6000","ERR6050556","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s224","ENA","Illumina NovaSeq 6000","ERR6050557","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s225","ENA","Illumina NovaSeq 6000","ERR6050558","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s226","ENA","Illumina NovaSeq 6000","ERR6050559","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s227","ENA","Illumina NovaSeq 6000","ERR6050560","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s228","ENA","Illumina NovaSeq 6000","ERR6050563","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s229","ENA","Illumina NovaSeq 6000","ERR6050564","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s230","ENA","Illumina NovaSeq 6000","ERR6050565","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s231","ENA","Illumina NovaSeq 6000","ERR6050568","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s232","ENA","Illumina NovaSeq 6000","ERR6050569","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s233","ENA","Illumina NovaSeq 6000","ERR6050570","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s234","ENA","Illumina NovaSeq 6000","ERR6050571","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s235","ENA","Illumina NovaSeq 6000","ERR6050573","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s236","ENA","Illumina NovaSeq 6000","ERR6050574","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s237","ENA","Illumina NovaSeq 6000","ERR6050575","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s238","ENA","Illumina NovaSeq 6000","ERR6050576","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s239","ENA","Illumina NovaSeq 6000","ERR6050577","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s240","ENA","Illumina NovaSeq 6000","ERR6050578","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s241","ENA","Illumina NovaSeq 6000","ERR6050579","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s242","ENA","Illumina NovaSeq 6000","ERR6050580","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s243","ENA","Illumina NovaSeq 6000","ERR6050581","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s244","ENA","Illumina NovaSeq 6000","ERR6050582","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s245","ENA","Illumina NovaSeq 6000","ERR6050583","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s246","ENA","Illumina NovaSeq 6000","ERR6050584","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s247","ENA","Illumina NovaSeq 6000","ERR6050585","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s248","ENA","Illumina NovaSeq 6000","ERR6050586","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s249","ENA","Illumina NovaSeq 6000","ERR6050587","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s250","ENA","Illumina NovaSeq 6000","ERR6050588","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s251","ENA","Illumina NovaSeq 6000","ERR6050589","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s252","ENA","Illumina NovaSeq 6000","ERR6050590","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s253","ENA","Illumina NovaSeq 6000","ERR6050591","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s254","ENA","Illumina NovaSeq 6000","ERR6050592","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s255","ENA","Illumina NovaSeq 6000","ERR6050593","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s256","ENA","Illumina NovaSeq 6000","ERR6050594","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s257","ENA","Illumina NovaSeq 6000","ERR6050595","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s258","ENA","Illumina NovaSeq 6000","ERR6050596","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s259","ENA","Illumina NovaSeq 6000","ERR6050597","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s260","ENA","Illumina NovaSeq 6000","ERR6050598","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s261","ENA","Illumina NovaSeq 6000","ERR6050599","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s262","ENA","Illumina NovaSeq 6000","ERR6050600","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s263","ENA","Illumina NovaSeq 6000","ERR6050601","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s264","ENA","Illumina NovaSeq 6000","ERR6050602","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s265","ENA","Illumina NovaSeq 6000","ERR6050603","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s266","ENA","Illumina NovaSeq 6000","ERR6050604","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s267","ENA","Illumina NovaSeq 6000","ERR6050605","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s268","ENA","Illumina NovaSeq 6000","ERR6050606","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s269","ENA","Illumina NovaSeq 6000","ERR6050607","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s270","ENA","Illumina NovaSeq 6000","ERR6050608","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s271","ENA","Illumina NovaSeq 6000","ERR6050609","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s272","ENA","Illumina NovaSeq 6000","ERR6050610","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s273","ENA","Illumina NovaSeq 6000","ERR6050611","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s274","ENA","Illumina NovaSeq 6000","ERR6050612","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s275","ENA","Illumina NovaSeq 6000","ERR6050613","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s276","ENA","Illumina NovaSeq 6000","ERR6050614","China",28.635833,112.0158,"Oryza sativa","Agricultural"
