"ARG_Category","Andrea2020s001","Andrea2020s002","Andrea2020s003","Andrea2020s004","Andrea2020s005","Andrea2020s006","Andrea2020s007","Andrea2020s008","Andrea2020s009","Andrea2020s010","Andrea2020s011","Andrea2020s012","Barbara2020s001","Barbara2020s002","Brown2020s001","Brown2020s002","Brown2020s003","Brown2020s004","Eric2020s001","Eric2020s002","Eric2020s003","Eric2020s004","Eric2020s005","Eric2020s006","Eric2020s007","Eric2020s008","Eric2020s009","Eric2020s010","Eric2020s011","Eric2020s012","Eric2020s013","Eric2020s014","Finkel2016s001","Finkel2016s002","Finkel2016s003","Finkel2016s004","Finkel2016s005","Finkel2016s006","Finkel2016s007","Finkel2016s008","Finkel2016s009","Finkel2016s010","Guron2019s001","Guron2019s002","Guron2019s003","Guron2019s004","Guron2019s005","Guron2019s006","Guron2019s007","Guron2019s008","Guron2019s009","Guron2019s010","Guron2019s011","Guron2019s012","Guron2019s013","Guron2019s014","Guron2019s015","Guron2019s016","Guron2019s017","Guron2019s018","Guron2019s019","Guron2019s020","Guron2019s021","Guron2019s022","Guron2019s023","Guron2019s024","Guron2019s025","Hongye2022s001","Hongye2022s002","Hongye2022s003","Hongye2022s004","Hongye2022s005","Hongye2022s006","Hongye2022s007","Hongye2022s008","Hongye2022s009","Juejie2021s001","Juejie2021s002","Juejie2021s003","Juejie2021s004","Juejie2021s005","Juejie2021s006","Juejie2021s007","Juejie2021s008","Julian2020s001","Julian2020s002","Julian2020s003","Julian2020s004","Julian2020s005","Julian2020s006","Julian2020s007","Julian2020s008","Julian2020s009","Julian2020s010","Julian2020s011","Julian2020s012","Julian2020s013","Julian2020s014","Julian2020s015","Julian2020s016","Julian2020s017","Julian2020s018","Julian2020s019","Julian2020s020","Julian2020s021","Julian2020s022","Julian2020s023","Julian2020s024","Julian2020s025","Julian2020s026","Julian2020s027","Julian2020s028","Julian2020s029","Julian2020s030","Julian2020s031","Julian2020s032","Julian2020s033","Julian2020s034","Julian2020s035","Julian2020s036","Julian2020s037","Julian2020s038","Julian2020s039","Julian2020s040","Julian2020s041","Julian2020s042","Julian2020s043","Julian2020s044","Julian2020s045","Julian2020s046","Julian2020s047","Julian2020s048","Julian2020s049","Julian2020s050","Julian2020s051","Julian2020s052","Julian2020s053","Julian2020s054","Julian2020s055","Julian2020s056","Julian2020s057","Julian2020s058","Julian2020s059","Julian2020s060","Julian2020s061","Julian2020s062","Julian2020s063","Julian2020s064","Julian2020s065","Julian2020s066","Julian2020s067","Julian2020s068","Julian2020s069","Julian2020s070","Julian2020s071","Julian2020s072","Julian2020s073","Julian2020s074","Julian2020s075","Julian2020s076","Julian2020s077","Julian2020s078","Julian2020s079","Julian2020s080","Julian2020s081","Julian2020s082","Julian2020s083","Julian2020s084","Julian2020s085","Julian2020s086","Julian2020s087","Julian2020s088","Julian2020s089","Julian2020s090","Julian2020s091","Julian2020s092","Julian2020s093","Julian2020s094","Julian2020s095","Julian2020s096","Julian2020s097","Julian2020s098","Julian2020s099","Julian2020s100","Julian2020s101","Julian2020s102","Julian2020s103","Julian2020s104","Julian2020s105","Julian2020s106","Julian2020s107","Julian2020s108","Julian2020s109","Julian2020s110","Julian2020s111","Julian2020s112","Julian2020s113","Julian2020s114","Julian2020s115","Julian2020s116","Julian2020s117","Julian2020s118","Julian2020s119","Julian2020s120","Julian2020s121","Julian2020s122","Julian2020s123","Julian2020s124","Julian2020s125","Julian2020s126","Julian2020s127","Julian2020s128","Julian2020s129","Julian2020s130","Julian2020s131","Julian2020s132","Julian2020s133","Julian2020s134","Julian2020s135","Julian2020s136","Julian2020s137","Julian2020s138","Julian2020s139","Julian2020s140","Julian2020s141","Julian2020s142","Julian2020s143","Julian2020s144","Julian2020s145","Julian2020s146","Julian2020s147","Julian2020s148","Julian2020s149","Julian2020s150","Julian2020s151","Julian2020s152","Julian2020s153","Julian2020s154","Julian2020s155","Julian2020s156","Julian2020s157","Julian2020s158","Julian2020s159","Julian2020s160","Julian2020s161","Julian2020s162","Julian2020s163","Julian2020s164","Julian2020s165","Julian2020s166","Julian2020s167","Julian2020s168","Julian2020s169","Julian2020s170","Julian2020s171","Julian2020s172","Julian2020s173","Julian2020s174","Julian2020s175","Julian2020s176","Julian2020s177","Julian2020s178","Julian2020s179","Julian2020s180","Julian2020s181","Julian2020s182","Julian2020s183","Julian2020s184","Julian2020s185","Julian2020s186","Julian2020s187","Julian2020s188","Julian2020s189","Julian2020s190","Julian2020s191","Julian2020s192","Julian2020s193","Julian2020s194","Julian2020s195","Julian2020s196","Julian2020s197","Julian2020s198","Julian2020s199","Julian2020s200","Julian2020s201","Julian2020s202","Julian2020s203","Julian2020s204","Julian2020s205","Julian2020s206","Julian2020s207","Julian2020s208","Julian2020s209","Julian2020s210","Julian2020s211","Julian2020s212","Julian2020s213","Julian2020s214","Julian2020s215","Julian2020s216","Julian2020s217","Julian2020s218","Julian2020s219","Julian2020s220","Julian2020s221","Julian2020s222","Julian2020s223","Julian2020s224","Julian2020s225","Julian2020s226","Julian2020s227","Julian2020s228","Julian2020s229","Julian2020s230","Julian2020s231","Julian2020s232","Julian2020s233","Julian2020s234","Julian2020s235","Julian2020s236","Julian2020s237","Julian2020s238","Julian2020s239","Julian2020s240","Julian2020s241","Julian2020s242","Julian2020s243","Julian2020s244","Julian2020s245","Julian2020s246","Julian2020s247","Keenum2022s001","Keenum2022s002","Keenum2022s003","Keenum2022s004","Keenum2022s005","Keenum2022s006","Keenum2022s007","Keenum2022s008","Keenum2022s009","Keenum2022s010","Keenum2022s011","Keenum2022s012","Khoiri2021s001","Khoiri2021s002","Khoiri2021s003","Khoiri2021s004","Khoiri2021s005","Khoiri2021s006","Khoiri2021s007","Khoiri2021s008","Khoiri2021s009","Sun2021s001","Sun2021s002","Sun2021s003","Sun2021s004","Sun2021s005","Sun2021s006","Supin2022s001","Supin2022s002","Supin2022s003","Supin2022s004","Supin2022s005","Supin2022s006","Supin2022s007","Supin2022s008","Supin2022s009","Supin2022s010","Supin2022s011","Supin2022s012","Supin2022s013","Supin2022s014","Supin2022s015","Supin2022s016","Supin2022s017","Supin2022s018","Supin2022s019","Supin2022s020","Supin2022s021","Supin2022s022","Supin2022s023","Supin2022s024","Supin2022s025","Supin2022s026","Supin2022s027","Supin2022s028","Supin2022s029","Supin2022s030","Supin2022s031","Supin2022s032","Supin2022s033","Supin2022s034","Supin2022s035","Supin2022s036","Supin2022s037","Supin2022s038","Supin2022s039","Supin2022s040","Supin2022s041","Supin2022s042","Supin2022s043","Supin2022s044","Supin2022s045","Supin2022s046","Supin2022s047","Supin2022s048","Supin2022s049","Supin2022s050","Supin2022s051","Supin2022s052","Supin2022s053","Supin2022s054","Supin2022s055","Supin2022s056","Supin2022s057","Supin2022s058","Supin2022s059","Supin2022s060","Supin2022s061","Supin2022s062","Supin2022s063","Supin2022s064","Supin2022s065","Supin2022s066","Supin2022s067","Supin2022s068","Supin2022s069","Supin2022s070","Supin2022s071","Supin2022s072","Supin2022s073","Supin2022s074","Supin2022s075","Supin2022s076","Supin2022s077","Supin2022s078","Supin2022s079","Supin2022s080","Supin2022s081","Supin2022s082","Supin2022s083","Supin2022s084","Supin2022s085","Supin2022s086","Supin2022s087","Supin2022s088","Supin2022s089","Supin2022s090","Supin2022s091","Supin2022s092","Supin2022s093","Supin2022s094","Supin2022s095","Supin2022s096","Supin2022s097","Supin2022s098","Supin2022s099","Supin2022s100","Supin2022s101","Supin2022s102","Supin2022s103","Supin2022s104","Supin2022s105","Supin2022s106","Supin2022s107","Supin2022s108","Supin2022s109","Supin2022s110","Supin2022s111","Supin2022s112","Supin2022s113","Supin2022s114","Supin2022s115","Supin2022s116","Supin2022s117","Supin2022s118","Supin2022s119","Supin2022s120","Supin2022s121","Supin2022s122","Supin2022s123","Supin2022s124","Supin2022s125","Supin2022s126","Supin2022s127","Supin2022s128","Supin2022s129","Supin2022s130","Supin2022s131","Supin2022s132","Supin2022s133","Supin2022s134","Supin2022s135","Supin2022s136","Supin2022s137","Supin2022s138","Supin2022s139","Supin2022s140","Supin2022s141","Supin2022s142","Supin2022s143","Supin2022s144","Supin2022s145","Supin2022s146","Supin2022s147","Supin2022s148","Supin2022s149","Supin2022s150","Supin2022s151","Supin2022s152","Supin2022s153","Supin2022s154","Supin2022s155","Supin2022s156","Supin2022s157","Supin2022s158","Supin2022s159","Supin2022s160","Supin2022s161","Supin2022s162","Supin2022s163","Supin2022s164","Supin2022s165","Supin2022s166","Supin2022s167","Supin2022s168","Supin2022s169","Supin2022s170","Supin2022s171","Supin2022s172","Supin2022s173","Supin2022s174","Supin2022s175","Supin2022s176","Supin2022s177","Supin2022s178","Supin2022s179","Supin2022s180","Supin2022s181","Supin2022s182","Supin2022s183","Supin2022s184","Supin2022s185","Supin2022s186","Supin2022s187","Supin2022s188","Supin2022s189","Supin2022s190","Supin2022s191","Supin2022s192","Supin2022s193","Supin2022s194","Supin2022s195","Supin2022s196","Supin2022s197","Supin2022s198","Supin2022s199","Supin2022s200","Supin2022s201","Supin2022s202","Supin2022s203","Supin2022s204","Supin2022s205","Supin2022s206","Supin2022s207","Supin2022s208","Supin2022s209","Supin2022s210","Supin2022s211","Supin2022s212","Supin2022s213","Supin2022s214","Supin2022s215","Supin2022s216","Supin2022s217","Supin2022s218","Supin2022s219","Supin2022s220","Supin2022s221","Supin2022s222","Supin2022s223","Supin2022s224","Supin2022s225","Supin2022s226","Supin2022s227","Supin2022s228","Supin2022s229","Supin2022s230","Supin2022s231","Supin2022s232","Supin2022s233","Supin2022s234","Supin2022s235","Supin2022s236","Supin2022s237","Supin2022s238","Supin2022s239","Supin2022s240","Supin2022s241","Supin2022s242","Supin2022s243","Supin2022s244","Supin2022s245","Supin2022s246","Supin2022s247","Supin2022s248","Supin2022s249","Supin2022s250","Supin2022s251","Supin2022s252","Supin2022s253","Supin2022s254","Supin2022s255","Supin2022s256","Supin2022s257","Supin2022s258","Supin2022s259","Supin2022s260","Supin2022s261","Supin2022s262","Supin2022s263","Supin2022s264","Supin2022s265","Supin2022s266","Supin2022s267","Supin2022s268","Supin2022s269","Supin2022s270","Supin2022s271","Supin2022s272","Supin2022s273","Supin2022s274","Supin2022s275","Supin2022s276","Supin2022s277","Supin2022s278","Supin2022s279","Supin2022s280","Supin2022s281","Supin2022s282","Supin2022s283","Supin2022s284","Supin2022s285","Supin2022s286","Supin2022s287","Supin2022s288","Supin2022s289","Supin2022s290","Supin2022s291","Supin2022s292","Supin2022s293","Supin2022s294","Supin2022s295","Supin2022s296","Supin2022s297","Supin2022s298","Supin2022s299","Supin2022s300","Supin2022s301","Supin2022s302","Supin2022s303","Supin2022s304","Supin2022s305","Supin2022s306","Supin2022s307","Supin2022s308","Supin2022s309","Supin2022s310","Supin2022s311","Supin2022s312","Wisnu2022s001","Wisnu2022s002","Wisnu2022s003","Wisnu2022s004","Wisnu2022s005","Wisnu2022s006","Xiongc2022s001","Xiongc2022s002","Xiongc2022s003","Xiongc2022s004","Xiongc2022s005","Xiongc2022s006","Xiongc2022s007","Xiongc2022s008","Xiongc2022s009","Xiongc2022s010","Xiongc2022s011"
"aminoglycoside",0,0.524426,0,0,0,0.05492,0,0,0,0.076179,0,0,0.555068,0.821372999999999,0,0,0,0,3.654275,6.176378,10.337314,0.241189,3.95275799999999,3.671359,2.042524,3.802726,10.353551,12.56317,5.491186,0.821298,2.302526,90.66721,0,0.459485,0.583386,0.266385,0.470946999999999,0.0430199999999999,0.30649,0.0533029999999999,0.235132999999999,0.392225999999999,0.06358,0.760884,0.863899,0.947439,0.975265,0.487382,0.623655,0.312087,0.996467,0.107335999999999,0.29374,0,0,0.610336,0.060951,0.731964,0.15641,0.195249,0.133634,0.970874,1.123799,0.237943,0.0498889999999999,0.578069,0,0.037904,0,0,0,0.061569,0.08841,0.080048,0.082052,0.146647,0,0,0,0,0,0,0.131851,0,0,0,0,0,0,0,0.426775,0,0,0,0,0.313419,0,0.275536,0,0.210905999999999,0,0,0.567722,0.271742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145353999999999,0.165226999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989772,9.365046,0,0,0.248771,0,0,0,0,0.086061,0,0,0,0,0,0,0,0,0,0,0,0,1.587644,0.466068999999999,0,0,63.649238,0,2.449241,0,0.501931,0.072308,0.416016999999999,106.587606,72.350865,0.71048,8.118565,0.338061,0.043651,0,0,0,0.127379,0.336855,0.172549,0.589016,0.079037,21.842172,1.863552,0.12013,2.753408,0,0.143958,0.959695999999999,0.236744999999999,9.947092,0.127804,0.343602,0.243953,0.101895,0.188670999999999,0.712202,0.461773,0,0.057321,0.0401529999999999,0.348692,0.109465,0.548185,0.664811,0.232798,1.92228,1.653187,0.084641,0.839266,2.66399699999999,0.463117,0.103631,1.83342799999999,0.820580999999999,0.905826999999999,0,0,0,0.044476,0,0.038531,1.111686,2.660971,0.136946,1.678528,0,0,0.104429,3.05181299999999,0,0,0.254804,0,3.92582,2.387474,0,0,0.947297,0.226386999999999,0,0.884279,0,0.187041,1.221164,0,42.593164,0.101945,0,0.179922,0,0,0,0.323791,0.97304,0.498967,0,1.431446,0,0.039751,0,1.075927,0,0.263596,0.174599,74.889786,0.830397,2.90782999999999,0,0.644265,0.149053,0.3702,107.603714,71.254834,0.624158,1.089172,6.27198699999999,0.046119,0.304539,0.039846,0,0,0.099606,1.760371,0.255429,0.134979,0.034511,23.914469,1.406733,0.226205,0.106723,0.542503,0.638378,0.237023999999999,11.325248,0.134545,0.465068999999999,0.340625,0.107858,0.224291,0.406844,0.712642,0,0,0,0.583806,0.14751,0.523309,1.445739,0.486392,2.06685999999999,2.276658,0,1.093978,2.571686,0.481407,0,0.822869,0.785303,0.715967,0.038126,0,0,0,0,0,0.410073,1.85017999999999,0.35083,1.956832,0,0.209521999999999,0,2.675503,0,0.043644,0.233483,0,1.70472,3.07526,0.053831,0,0.858423,0,0,0.270334,0,0.248615,1.626296,0.169441,37.078063,0,0,0,0,0,0,0,1.182896,0.512579,0,1.411465,0.434269,0,0.226987,1.53342999999999,0.179923,0.103447,0,66.477349,0.328875,2.541689,0.079475,0.103946,0.128476,0.525882,106.583102,73.647569,0.416514999999999,7.44904699999999,0.480697,0.209246,0,0.138924,0,0.136586,0.184762,0.131592,0,0.034087,0,22.183183,1.041442,0.41329,0,0,0.0820159999999999,0.119169,9.34145699999999,0.054081,0.252295,0.795045999999999,0.562017,0.230555,0.394642,0.379665,0,0,0,0.534355,0.136599,0.627406999999999,1.33648,0.345896,1.261719,1.91975,0,1.332478,2.888515,0.0399389999999999,0,1.87687,1.890036,0.607764,0,0,0,0,0,0.080872,0.251391,2.56000099999999,0.153015,1.92418499999999,0,0.158988,0.167095,2.909841,0,0,0.289078,0,1.590294,2.93495,0.047219,0,0.289005,0,0,0.682873,0,0.233709,1.601863,0.136691,37.257887,0,0.172229,0,0,0,0,0,0.198303,0.057649,0,1.750447,0.060895,0,0.21336,1.528819,0.193747,0.142315,0,0,1.597222,0,0.313903,1.5114,0.350063,0,0,0,0,0.930088,1.647205,0,0,0,0
"bacitracin",4.505747,3.86626,1.05104,1.350628,1.08806199999999,1.185541,0.461975999999999,0.82641,0.085965,3.69242799999999,2.150668,1.81952999999999,19.136789,95.66472,0,0,0,0.572338999999999,65.501702,100.985516999999,96.139934,5.575523,74.973216,34.759001,38.7374529999999,0.655517999999999,10.131142,42.979962,30.071081,147.333186,12.6736279999999,6.48873299999999,0,0.455202,3.528783,0.0881,0.077648,0,0.222944,0,1.703162,0.187548,0.301887,7.17840299999999,10.132613,6.887548,0.677708,2.478383,1.67716099999999,0.183985999999999,2.438579,0.872339,0.147065,0.185293,0.070852,11.0065219999999,0.57209,0.553296,5.549041,0.104869,0.068727,13.191014,3.591389,3.934687,7.702674,7.730096,1.197589,1.20321899999999,0,0,0.027177,2.05650899999999,2.762616,4.08243,3.032901,4.341381,0,0.567166,2.243766,10.308168,21.189686,0.716755,32.609476,25.7199059999999,0.303274,0.869088,0.587963,3.21924899999999,0.690442,0.139581,0.773770999999999,0.260264999999999,0.868284,0.230956,0.229612999999999,0.305832,0.722208,0.034154,0.215455,0.396387999999999,0.466033,0.126668,0.332344,0.299497,0.329461,0.617193,0.271581,0.680529,0.373325,0.179554,0.473915,0.381669999999999,1.172435,0.441017,0.17048,0.273287,0.963405,0.272189,1.055236,0.604916999999999,0.420126,0.522995,0.551103,0.402343,0.350472,0.682418,0,0.226269999999999,0.76299,0.968399,0.58267,0.751167,0.600203,0.212013999999999,0.296676,0.439678,0.749726,0.222638999999999,1.166606,0.999445,1.315232,0.605304,1.504584,1.56915799999999,1.657997,1.33954099999999,0.462233,1.110187,1.19372299999999,1.140737,0.960619999999999,0.897287,0.336167999999999,0.18073,0.17901,0.517562,0.525115,0,0,1.94222599999999,0.230932,0,1.212709,0.881185,0,0.668391,0,0,0.937981,1.171116,0.523817,1.256827,0,1.418203,0.468601,0.514902,0,0,0,0,1.202593,1.87275,0.255924,0.979457,0.798805,0,0.796799,1.917756,0.224342,0.516875,0.853721,1.913306,1.495706,0,1.102236,0,1.42257299999999,0,0,0.576918,0,4.449479,0.295519,2.259333,2.074612,1.365107,0.633583,0,2.012961,0.284883,3.287136,16.145829,1.902822,3.333937,3.36395,0,5.921153,3.650654,2.610852,3.02386,0,1.201636,0,0.642766,0.313553,0,0.591739999999999,3.978083,8.07755,2.09247,2.624016,1.754408,0.711343,0,0.602337,0.893205999999999,0,0,0.668933,0,10.920268,0,0.325607,9.984577,0,1.574951,2.059329,0,0,0.302311999999999,2.066973,0.411139,2.56153199999999,0,1.965147,1.047974,1.882889,1.817845,2.64522299999999,0.845949,0.657540999999999,3.78696999999999,3.937587,1.37335899999999,1.562011,0,5.02943,1.35366,1.024279,2.108672,0,1.94370299999999,0,0.348893,0.343138,0.4241,3.842396,9.38628,0.337465,0,3.419424,1.581598,2.931237,0,1.147189,4.32120099999999,0,4.773302,0.359869,0,0.369888999999999,4.05374699999999,0.366471,0,0,0.360412,0,2.388378,0,1.160448,1.786822,0.370564,4.456959,0.659602,0,4.709121,2.135231,1.49837999999999,0.356274,1.44732899999999,0.420634,4.040763,0.342005,0.743971,11.698508,1.095004,1.137405,0.64876,0.405922,0,0.344082,1.419078,0.361890999999999,3.24737999999999,0.373817,1.072495,3.557068,0,0,1.141462,0.76096,48.4002489999999,57.4805179999999,29.186349,29.646068,63.3785119999999,15.392447,11.025977,9.842652,28.9076129999999,47.1817569999999,81.2255929999999,50.8095859999999,0,0,0,0,0,0,0,0,0,1.906497,11.692789,4.798143,1.70676699999999,0.430824,3.219577,71.562816,149.359161,2.89966199999999,105.706141,24.9073019999999,8.35996499999999,7.111756,1.471214,15.350563,31.0851299999999,2.075485,80.115824,79.5493779999999,126.184106,187.970438,41.5118079999999,136.294638,47.4397139999999,8.02548,117.752877999999,31.131003,19.388376,34.016023,24.2437379999999,5.88565099999999,16.6883479999999,35.830116,38.604144,0.89385,3.124344,3.536257,13.801792,4.917743,35.98057,19.0139219999999,137.038424,2.108252,1.915961,0.150935,5.87704599999999,5.19928,4.301583,5.471881,3.822124,14.220959,3.345605,0.885906,0.628663,0.20402,13.3490899999999,5.517977,53.575023,0.316748999999999,0.792047,2.202263,32.534397,12.3248539999999,61.378349,48.5499179999999,7.329132,3.894182,5.24269999999999,2.511945,26.667465,79.1650339999999,96.484421,146.367012,76.8632209999999,21.48737,18.238543,12.985385,20.7254649999999,4.416644,0.077905,1.359009,5.193956,12.808874,0.803481,11.5681889999999,173.594108,119.055553,3.20186399999999,2.701392,43.173218,60.086261,136.688731,142.761246,88.27063,19.2301529999999,3.915238,3.709564,1.314638,3.497889,11.428804,2.41487,41.309804,0.596734,14.0030839999999,7.30841999999999,7.740886,25.906151,87.009423,1.436992,0.962329999999999,74.177926,156.100966,3.081358,103.459405,27.862636,7.72614099999999,6.87385,0.981418,16.5148439999999,33.05864,1.874546,69.005223,78.7892589999999,81.3347189999999,128.297961,187.832448,39.063795,136.002573999999,47.1764579999999,11.03116,112.891357999999,27.611151,16.7212839999999,36.088395,23.409551,5.968725,34.490704,34.755083,1.21108199999999,2.89796199999999,3.126221,13.335298,4.72071399999999,40.857605,15.804563,140.720969,1.582086,2.001128,0.4816,5.598618,4.254336,3.896095,5.784249,3.49906199999999,15.3318939999999,3.07565999999999,1.320412,0.535864,0.277919,12.601488,5.05457499999999,54.230496,0.149812,0.614398999999999,1.204138,35.060861,10.667401,58.6972109999999,46.657825,7.653028,3.957958,7.347701,2.328079,28.9025039999999,82.279591,91.910235,146.928769,75.660581,22.644294,19.054454,12.782118,20.081309,3.529374,0,1.419077,5.307573,10.393416,0.81339,13.013636,167.182012999999,120.2069,4.033711,3.091878,42.4711249999999,57.323969,134.529505,141.291081,86.968941,19.317421,3.030142,3.953295,1.680458,5.41948499999999,12.586085,2.497675,42.58889,0.826276999999999,14.411217,6.83643799999999,7.797466,24.796336,81.436733,2.137501,1.003223,73.8500219999999,158.94305,2.87338999999999,97.617433,26.287246,10.1956139999999,7.262141,2.502128,14.753677,31.22769,1.62795999999999,80.9967279999999,84.079011,125.609188999999,191.092986,41.845036,138.34374,43.235937,10.59041,115.032963,27.0426619999999,27.598822,17.9255709999999,31.5979439999999,22.648722,5.279673,36.4526749999999,39.220538,1.907479,3.33458499999999,3.21290799999999,12.3628179999999,4.18662599999999,37.172014,16.804593,141.009123999999,2.295017,2.464699,0.467093,5.930817,4.087076,3.36691699999999,6.34910199999999,3.620442,13.3083499999999,3.605167,1.192344,0.545363,0.25364,15.142717,4.610212,54.366632,0.353938,0.310789999999999,1.888431,35.2645409999999,11.92799,62.954721,48.353128,6.642361,3.239151,5.866523,2.963195,29.134479,76.997066,94.92258,149.304905,77.4362479999999,20.6241469999999,16.390454,13.681712,21.964606,4.469953,0.0642679999999999,1.184726,5.31084099999999,13.1427749999999,1.13735799999999,13.8438909999999,168.557056,128.273517,3.520355,2.572986,40.410944,60.265422,133.49926,137.611023,87.638977,17.732821,2.767843,3.973442,1.77852,6.046854,12.135714,2.886121,41.977059,0.860962999999999,14.57388,8.75406999999999,7.14176099999999,23.142545,80.1901179999999,2.11419199999999,0.506142,5.336934,3.066496,0,2.31554099999999,1.280943,1.174585,66.497865,4.08404299999999,2.26342,0.067794,0.131118999999999,29.7774489999999,3.08932499999999,8.012145,4.333371,2.76416,0
